userId,Movie_id,Movie_Title,Released_Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,
23004,23004,Shri Ram Avtar,-1950,,,,,W. Garcher,Amarnath,Leela Mishra,Shahu Modak,
23005,23005,Shri Ram Hanuman Yudha,-1975,,Drama,,,Bapu,Janardhana Rao Arja,Saroja Devi B.,Dhulipala,
23006,23006,Shri Ramanuja,-1943,,,6.5,8,Debaki Bose,Biman Bandopadhyay,Chhayadevi,Hiralal,
23007,23007,Shri Satyanarayan,-1935,,,,,Leela Chitnis,,,,
23008,23008,Shri Satyanarayan Vrat Katha,-1997,,Drama,,,Vijay Pande,Firoz Ali,Sudhir Dalvi,Gulshan Kumar,
23009,23009,Shri Siddhivinayak Mahima,-2007,,"Drama, Family, History",4.3,7,Arun Nalawade,Subodh Bhave,Tushar Dalvi,Milind Jadhav,
23010,23010,Shri Vishnu Bhagwan,-1951,,Fantasy,,,Raja Nene,Jankidas,Trilok Kapoor,Usha Kiran,
23011,23011,Shrikrishna Satyabhama,-1951,,,,,Raja Paranjpe,,,,
23012,23012,Shriman Satyawadi,-1960,146 min,"Action, Crime, Drama",7,68,S.M. Abbas,Raj Kapoor,Shakila,Mehmood,
23013,23013,Shriman Shrimati,-1982,145 min,"Comedy, Drama, Family",6.4,139,Vijay Reddy,Sanjeev Kumar,Rakhee Gulzar,Rakesh Roshan,
23014,23014,Shriman Shrimati Lekin Abhi Shadi Nahi Hui,-2000,,Comedy,,,Laila,Shivaji,,,
23015,23015,Shrimanji,-1968,160 min,"Drama, Family",6.6,29,Ram Dayal,Kishore Kumar,I.S. Johar,Jeevan,
23016,23016,Shrimati 420,-1956,128 min,Comedy,,,G.P. Sippy,Johnny Walker,Meena Shorey,Om Prakash,
23017,23017,Shrimati Ji,-1952,,"Comedy, Thriller",4.1,7,I.S. Johar,Nasir Khan,Shyama,I.S. Johar,
23018,23018,Shringaar,-2013,126 min,"Drama, History",5,7,Kumaar Aadarsh,Kumaar Aadarsh,Sahil Khan,Khushi Mukherjee,
23019,23019,Shubdin,-1974,,Drama,,,H. Taygrajan,Gulshan Arora,Madhu Chanda,Shashi Kiran,
23020,23020,Shubh Din,-1974,,"Drama, Fantasy",,,P. Thyagarajan,Shashi Kiran,,,
23021,23021,Shubh Kaamna,-1983,138 min,"Comedy, Drama",6.3,16,K. Viswanath,Rati Agnihotri,Asrani,Utpal Dutt,
23022,23022,Shubh Mangal Savdhan,-2017,119 min,"Comedy, Romance",6.9,"9,094",R.S. Prasanna,Ayushmann Khurrana,Bhumi Pednekar,Seema Bhargava,
23023,23023,Shubh Mangal Zyada Saavdhan,-2020,117 min,"Comedy, Romance",5.8,"8,208",Hitesh Kewalya,Ayushmann Khurrana,Jitendra Kumar,Gajraj Rao,
23024,23024,Shubh Raatri,-2020,52 min,Horror,4.5,67,Pankaz Singh Tanwar,Simran Ahemad,Nemi Chand,Jaya Goswami,
23025,23025,Shuddh Desi Romance,-2013,141 min,"Comedy, Drama, Romance",6,"8,447",Maneesh Sharma,Sushant Singh Rajput,Parineeti Chopra,Rishi Kapoor,
23026,23026,Shuddhi,-2017,114 min,"Crime, Drama, Thriller",7.9,374,Adarsh Eshwarappa,Lauren Spartano,Niveditha,Amrutha Karagada,
23027,23027,Shudra the Rising,-2012,,History,6.8,215,Sanjiv Jaiswal,Priya Annatram,Habib Azmi,Pravin Baby,
23028,23028,SHUDRA: The Untouchables,-2011,116 min,"Drama, Family, History",7.8,23,Sanjiv Jaiswal,Sridhar Dubey,,,
23029,23029,Shuk Rambha,-1953,,Fantasy,,,Dhirubhai Desai,Anjali Devi,Nirupa Roy,Bharat Bhushan,
23030,23030,Shukranu,-2020,90 min,Drama,6.4,678,Bishnu Dev Halder,Divyendu Sharma,Shweta Basu Prasad,Sheetal Thakur,
23031,23031,Shukrdosh,-2021,,Comedy,,,Anup Thapa,Puneet Issar,Mugdha Godse,Grusha Kapoor,
23032,23032,Shukriya,-1944,,,,,Harnam Singh Rawail,Zahoor Shah,,,
23033,23033,Shukriya: Till Death Do Us Apart,-2004,144 min,"Musical, Drama, Family",5.1,148,Anupam Sinha,Anupam Kher,Aftab Shivdasani,Shriya Saran,
23034,23034,Shukriyaa,-1988,,"Drama, Romance",,,A.C. Trilogchander,Rajiv Kapoor,Amrita Singh,Asrani,
23035,23035,Shuruaat,-1993,135 min,"Drama, Romance",,,Sundardas,Master Amit,Mohan Choti,C.S. Dubey,
23036,23036,Shuruaat Ka Interval,-2014,99 min,Drama,7.2,68,Aarti S. Bagdi,Amrit Raj Gupta,Krishan Hooda,Shishir Jha,
23037,23037,Shuruaat Ka Twist,-2019,142 min,Drama,6.6,9,Heena Dsouza,Avalokita Dutt,Praveen Fernandes,Hanish Kalia,
23038,23038,Shut up Sona,-2020,85 min,"Documentary, Musical",7.1,19,Deepti Gupta,,,,
23039,23039,Shuttlecock Boys,-2011,76 min,"Comedy, Drama",6.2,111,Hemant Gaba,Aakar Kaushik,Manish Nawani,Alok Kumar,
23040,23040,Shyam Ki Jogan,-1957,,,,,Sulochana Latkar,Kamal Mehra,Shahu Modak,,
23041,23041,Shyam Sundar,-1932,121 min,Drama,,,Bhalji Pendharkar,Shahu Modak,Shanta Apte,Bandopant Sohoni,
23042,23042,Shyam Sundar Shreenath,,,,,,Rajeev Srivastava,,,,
23043,23043,Shyama,-1953,126 min,,,,Joshiy,Vinayan,Shyama,,
23044,23044,Shyamla,-1979,,Action,,,Joginder Shelly,Jalal Agha,Rita Bhaduri,Master Bhagwan,
23045,23045,Siddeshwari,-1990,123 min,Documentary,7.5,77,Mani Kaul,Mita Vashisht,Muhar Biswas,Ranjana Srivastava,
23046,23046,Siddhart (The Journey),,,Drama,,,Hamid Hn,,,,
23047,23047,Siddharth,-2013,96 min,Drama,7.3,671,Richie Mehta,Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora,
23048,23048,Siddharth: The Prisoner,-2009,,"Crime, Drama, Thriller",6.6,105,Pryas Gupta,Rajat Kapoor,Sachin Nayak,Pradip Sagar,
23049,23049,"Siddhartha: Love, Lust, Peace",,,Drama,,,Mukul Misra,Shivam Bhaargava,Mahesh Bhatt,Shazahn Padamsee,
23050,23050,Sikandar,-1976,,,,,Sai Paranjape,Veeni Paranjape Joglekar,Kulbhushan Kharbanda,Manorama Wagle,
23051,23051,Sikandar,-2009,110 min,"Crime, Drama, Mystery",6.4,262,Piyush Jha,Parzaan Dastur,Ayesha Kapoor,Sanjay Suri,
23052,23052,Sikandar E Azam,-1965,,"Adventure, Drama, History",7.9,35,Kedar Kapoor,Prithviraj Kapoor,Dara Singh,Mumtaz,
23053,23053,Sikandar Ki Lalkar,-1993,,Action,,,Chiranjeevi,Silk Smitha,,,
23054,23054,Sikandar Sadak Ka,-1999,144 min,"Action, Drama",3.9,12,T.L.V. Prasad,Mithun Chakraborty,Manek Bedi,Monica Bedi,
23055,23055,Sikka,-1989,180 min,"Action, Drama",4.5,35,K. Bapaiah,Mahesh Anand,Asrani,Brahmachari,
23056,23056,Sikka,-1976,,,,,Dilip Bose,Anil Dhawan,Ambika Johar,Satyendra Kapoor,
23057,23057,Sila,-1988,,Drama,,,B.R. Ishara,Raj Kiran,Priya Tendulkar,Sadashiv Amrapurkar,
23058,23058,Silence of Sleep,-2020,90 min,Thriller,,,Sudhish Kumar,Naina Khan,Rishabhraj Mehrotra,Udayyan Raathore,
23059,23059,Silence Please... The Dressing Room,-2004,100 min,Thriller,2.9,13,Sanjay Srinivas,Tom Alter,Salil Ankola,Sonali Kulkarni,
23060,23060,Silence the Court Is in Session,-2015,105 min,Drama,6.2,13,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta,
23061,23061,Silence: Can You Hear It,-2021,136 min,"Crime, Thriller",6.6,"3,324",Aban Bharucha Deohans,Sahil Vaid,Manoj Bajpayee,Hitha Chandrashekar,
23062,23062,Silent House Remake,,,Horror,,,,,,,
23063,23063,Silky,-1984,,Thriller,,,Bhanuchander,Raghuvaran,Silk Smitha,,
23064,23064,Silsiilay,-2005,134 min,Drama,4,696,Khalid Mohamed,Tabu,Bhoomika Chawla,Riya Sen,
23065,23065,Silsila,-1981,182 min,"Drama, Family, Romance",7.3,"2,603",Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Jaya Bachchan,
23066,23066,Silsila Hai Pyar Ka,-1999,150 min,"Comedy, Drama, Romance",2.5,209,Shrabani Deodhar,Karisma Kapoor,Chandrachur Singh,Aruna Irani,
23067,23067,Silvat,-2018,45 min,"Drama, Romance",7.1,168,Tanuja Chandra,Kartik Aaryan,Amal Farooque,Maaman Memon,
23068,23068,Silver King,-1935,161 min,,,,Chimanlal Luhar,Sabita Devi,Motilal,Sriranjani Sr.,
23069,23069,Silver King,-1957,,Action,,,Habib,Kamran,Ranjan Kapoor,Sheela Vaz,
23070,23070,Silver Queen,-1946,,Action,,,Raja Yagnik,Madhuri,Navinchandra,Agha,
23071,23071,Sim Sim Marjeena,-1958,,Fantasy,,,Helen,Mahipal,Shakila,Niranjan Sharma,
23072,23072,Simba,-1951,,"Action, Adventure",,,Mohammed Hussain,,,,
23073,23073,Simhadriya Simha,-2002,157 min,"Action, Drama",8.5,66,S. Narayan,Vishnuvardhan,Meena,Bhanupriya,
23074,23074,Simla Road,-1969,,"Action, Crime, Mystery",6,5,Jugal Kishore,Hiralal,Jugal Kishore,Dev Kumar,
23075,23075,Simmba,-2018,158 min,"Action, Comedy, Crime",5.6,"15,244",Rohit Shetty,Sam Nagar,Ranveer Singh,Sara Ali Khan,
23076,23076,Simran,-2017,124 min,"Crime, Drama, Thriller",5.1,"3,254",Hansal Mehta,Kangana Ranaut,Sohum Shah,Esha Tewari,
23077,23077,Sin Story,,,Thriller,,,Sanjay Amar,Pamela Mandal,Prashantt Guptha,,
23078,23078,Sinbad Jahazi,-1952,,Adventure,4,8,Nanabhai Bhatt,Nirupa Roy,,,
23079,23079,Sindbad Alibaba and Aladdin,-1965,,"Adventure, Fantasy, Musical",3.7,7,Prem Narayan Arora,Agha,Master Bhagwan,Helen,
23080,23080,Sindbad the Sailor,-1952,,Fantasy,,,Master Bhagwan,Jayant,Pran,Ranjan,
23081,23081,Sindhustan,-2019,64 min,"Documentary, Family, History",9.3,36,Sapna Bhavnani,Leila Advani,Laj Badlani,Chaho Bhara,
23082,23082,Sindoor,-1947,,,,,Kishore Sahu,Mehmood,Kishore Sahu,,
23083,23083,Sindoor,-1987,162 min,"Comedy, Drama",5.1,113,K. Ravi Shankar,Shashi Kapoor,Govinda,Neelam Kothari,
23084,23084,Sindoor Bane Jwala,-1982,,,,,K. Bapaiah,Sanjeev Kumar,Rajshree,Sharada,
23085,23085,Sindoor Ka Daan,-1984,,Drama,,,Rajni Bala,Jayshree Gadkar,Rajan Haksar,Arvind Kumar,
23086,23086,Sindoor Ki Holi,-1996,,Action,,,Shagufta Ali,Sangeeta Ghosh,Bharat Kapoor,Kader Khan,
23087,23087,Sindoor Ki Saugandh,-2002,,Action,,,Swaroop Kumar,Ishrat Ali,Arun Bakshi,Pinky Chinoy,
23088,23088,Sindoor Mange Khoon,-2001,,Action,,,Hemant Birje,Adi Irani,Mohan Joshi,Ravi Kishan,
23089,23089,Sindoori,-1982,,Drama,,,,,,,
23090,23090,Singaar,-1949,,"Drama, Family",6.8,9,J.K. Nanda,Paidi Jairaj,Suraiya,Madhubala,
23091,23091,Singapore,-1960,135 min,"Crime, Thriller",6.5,71,Shakti Samanta,Shammi Kapoor,Padmini,Maria Menado,
23092,23092,Singh Is Bliing,-2015,141 min,"Action, Comedy",5,"7,891",Prabhu Deva,Akshay Kumar,Amy Jackson,Lara Dutta,
23093,23093,Singh Is King,-2008,135 min,"Action, Comedy, Crime",5.7,"14,526",Anees Bazmee,Akshay Kumar,Katrina Kaif,Om Puri,
23094,23094,Singh Saab the Great,-2013,134 min,"Action, Drama",5.6,"2,200",Anil Sharma,Sunny Deol,Urvashi Rautela,Prakash Raj,
23095,23095,Singham,-2011,143 min,"Action, Crime, Drama",6.8,"14,788",Rohit Shetty,Ajay Devgn,Kajal Aggarwal,Prakash Raj,
23096,23096,Singham,-2019,141 min,"Action, Drama",5.5,96,Navaniat Singh,Priyanka Arya,Sonam Bajwa,Kartar Cheema,
23097,23097,Singham Returns,-2014,142 min,"Action, Crime, Drama",5.7,"7,675",Rohit Shetty,Ajay Devgn,Kareena Kapoor,Amole Gupte,
23098,23098,Singhasan,-1986,161 min,"Action, Adventure, Romance",5.1,14,Krishna Ghattamaneni,Bharat Bhushan,Leena Das,Gulshan Grover,
23099,23099,Singhwahini,-2021,,Documentary,,,Lubdhak Chatterjee,Nihal Parashar,,,
23100,23100,Singing with Angry Bird,-2016,88 min,"Documentary, Drama, Family",7.5,48,Hyewon Jee,,,,
23101,23101,Sinhal Dweep Ki Sundari,-1937,161 min,Action,,,Kikubhai Desai,Gohar,Mehrunissa,Mirajkar,
23102,23102,Sinhal Dweep Ki Sundari,-1960,,Fantasy,,,Shantilal Soni,Nalini Chonkar,Daljeet,Anand Kumar,
23103,23103,Sinhasan,-1934,,,,,Gajanan Jagirdar,Shantakumari,,,
23104,23104,Sins,-2005,138 min,"Drama, Romance, Thriller",4.2,387,Vinod Pande,Vinod Pande,Gauri Shankar,Shiney Ahuja,
23105,23105,Sipah Salar,-1936,,,,,Jagatrai Pesumal Advani,Khurshid Begum,,,
23106,23106,Sipahi,-1941,,,,,Daud Chand,Hiralal,Zohra,,
23107,23107,Sipahi,-1945,,Drama,,,G.K. Mehta,,,,
23108,23108,Sipahi Ka Sapna,-1948,,,,,Sushil Majumdar,,,,
23109,23109,Sipahi Ki Sajni,-1936,134 min,,,,Chandulal Shah,Gohar,Eddie Billimoria,Ram Apte,
23110,23110,Sipahiya,-1949,,,,,Aspi Irani,Madhubala,Lala Yaqoob,Altaf,
23111,23111,Sipahsalar,-1956,,Action,,,Mohammed Hussain,Shammi Kapoor,Nadira,Kamal Mehra,
23112,23112,Sir,-2018,99 min,"Drama, Romance",7.7,"5,461",Rohena Gera,Tillotama Shome,Vivek Gomber,Geetanjali Kulkarni,
23113,23113,Sir,-1993,151 min,"Crime, Drama, Romance",6.2,336,Mahesh Bhatt,Naseeruddin Shah,Pooja Bhatt,Atul Agnihotri,
23114,23114,Sir Sir Sarla,-2020,,Drama,,,Suman Mukhopadhyay,Sanjay Dadhich,Makrand Deshpande,Aahana Kumra,
23115,23115,Sirf 5 Din,-2018,145 min,Horror,,,V. Menon,Raj Babbar,Anuj Gill,Mahie Gill,
23116,23116,Sirf Romance: Love by Chance,-2007,160 min,Romance,3.4,8,Raja Bundela,Zeenat Aman,Raj Babbar,Arun Bakshi,
23117,23117,Sirf....: Life Looks Greener on the Other Side,-2008,135 min,Drama,5.8,96,Rajatesh Nayyar,Kay Kay Menon,Manisha Koirala,Ranvir Shorey,
23118,23118,Sisakti Kaliyaan,-1991,,Drama,,,,,,,
23119,23119,Siskiyaan,-2005,125 min,"Drama, Thriller",5.1,73,Ashwini Chaudhary,Neha Dhupia,Sachin Khedekar,Sonu Sood,
23120,23120,Siskiyan,-1983,,Thriller,,,Sher Jeng Singh,Sher Jung Singh,Master Bhagwan,Narendra Chanchal,
23121,23121,Sister,-1980,,Drama,,,Rajdeep,Rehana Sultan,Gautam Bhatia,Bharat Kapoor,
23122,23122,Sisters of the Trees,-2018,82 min,Documentary,,,Camila Menéndez,Lucas Peñafort,,,
23123,23123,Sisters: A Secret Unveiled,,,Drama,,,Nisant,Rajesh Singh,Khushboo Khan,Dollops Singh,
23124,23124,Sita Shuddhi,-1924,,,,,Dhundiraj Govind Phalke,,,,
23125,23125,Sita Swayamvar,-1976,,"Adventure, Drama, Fantasy",8.2,29,Bapu,Ravi Kumar,Jaya Prada,Satyanarayana Kaikala,
23126,23126,Sitam,-1982,,"Drama, Family",6,14,Vikas Desai,Aruna Raje,Naseeruddin Shah,Smita Patil,
23127,23127,Sitam,-2005,,Drama,2.6,20,Partho Ghosh,Kiran Janjani,Tara Sharma,Mallishka,
23128,23128,Sitamgar,-1958,,,,,T. Prakash Rao,Shivaji Ganesan,Padmini,Ragini,
23129,23129,Sitamgar,-1985,,Action,6.7,54,Raj N. Sippy,Dharmendra,Parveen Babi,Rishi Kapoor,
23130,23130,Sitamgar,-1954,,Action,,,Aakkoo,Habib,Nazir Kashmiri,Krishna Kumari,
23131,23131,Sitamgarh,-1934,158 min,Drama,,,Jayant Desai,Eddie Billimoria,Keki Bawa,Ghori,
23132,23132,Sitapur Ki Geeta,-1987,,"Action, Crime",5.5,31,Shibu Mitra,Rajesh Khanna,Hema Malini,Pran,
23133,23133,Sitapur: The City of Gangsters,-2021,,Action,,,Mobeen Warsi,Jabbar Akram,Mirza Azhar,Utkarsh Bajpayee,
23134,23134,Sitara,-1955,,,,,S.K. Ojha,Amar,Pratima Devi,Gope,
23135,23135,Sitara,-1938,169 min,,,,Ezra Mir,Rattan Bai,Khurshid Begum,Nazir,
23136,23136,Sitara,-1980,125 min,"Drama, Family",6.5,24,Meraj,Mithun Chakraborty,Zarina Wahab,Kanhaiyalal Chaturvedi,
23137,23137,Sitara,-2020,,Drama,,,Vandana Kataria,Sobhita Dhulipala,Rajeev Siddhartha,,
23138,23138,Sitaramaraju,-1999,,"Action, Drama, Romance",5.7,144,Y.V.S. Chowdary,Nagarjuna Akkineni,Harikrishna Nandamuri,Sakshi Shivanand,
23139,23139,Sitaron Se Aage,-1958,,"Drama, Musical",6.1,10,Satyen Bose,Ashok Kumar,Rajasulochana,Johnny Walker,
23140,23140,Situationship,-2019,,Drama,,,Victor Mukherjee,Victor Mukherjee,Khushboo Kankan,Shruti Pathak,
23141,23141,Sivaji,-2007,188 min,"Action, Drama, Thriller",7.5,"18,422",S. Shankar,Rajinikanth,Shriya Saran,Suman,
23142,23142,Sivappathikaaram,-2006,112 min,Action,5.5,86,Karu Pazhaniappan,Upendra Limaye,Mamta Mohandas,Raghuvaran,
23143,23143,Six December,-2012,,,,,Rati Agnihotri,Prem Chopra,Neha Dhupia,Mohan Joshi,
23144,23144,Six Hours With Terrorists,-2011,,Drama,,,Karan Kashyap,Sunil Chauhan,Laila Panda,Abdul Sheikh,
23145,23145,Six X,-2016,133 min,Drama,6.9,210,Chandrakant Singh,Seema Azmi,Shweta Bhardwaj,Hrishitaa Bhatt,
23146,23146,SIXER,-2001,80 min,Drama,,,Gul Bahar Singh,Punya Darshan Gupta,Manjushree,,
23147,23147,Sixteen,-2013,138 min,"Drama, Romance, Thriller",6.3,"1,680",Raj Purohit,Wamiqa Gabbi,Izabelle Leite,Mehak Manwani,
23148,23148,Siyaah..,-2012,97 min,Horror,5.3,63,Aziz Naser,Habeeb Aidroos,Habib Al Aidroos,Zarine Ali,
23149,23149,Siyaasat: The Politics,-2006,,Action,,,Sadashiv Amrapurkar,Milind Gunaji,Dinesh Hingoo,Mushtaq Khan,
23150,23150,Siyasat,-1988,,Action,3.1,15,Mahesh Bhatt,Neelam Kothari,,,
23151,23151,Siyasat,-1992,,"Action, Drama",5.8,5,Sukhwant Dhadda,Kumar Gaurav,Kimi Katkar,Shashi Ranjan,
23152,23152,Siyavar Ram - Ramayana,-2020,90 min,Animation,7,6,Murugan V.,,,,
23153,23153,Skater Girl,-2021,107 min,"Drama, Family, Sport",6.6,"1,154",Manjari Makijany,Amy Maghera,Waheeda Rehman,Rachel Saanchita Gupta,
23154,23154,Skates,,,Drama,,,Chayan Sarkar,,,,
23155,23155,Slender Threads,-1973,118 min,"Action, Drama",7.1,49,Raj Khosla,Vinod Khanna,Moushumi Chatterjee,Kabir Bedi,
23156,23156,Slightly Sane,,100 min,"Comedy, Drama",,,Pan Nalin,,,,
23157,23157,Slumdog Karodpati,-2019,118 min,Thriller,,,Rajesh Patole,Udhav Garje,Rahul Gavane,Govindrao,
23158,23158,Slumdog Karodpati,-2019,118 min,Thriller,,,Rajesh Patole,Udhav Garje,Rahul Gavane,Govindrao,
23159,23159,Smile Please,-2004,,Comedy,,,Yunus Patel,Sudha Chandran,Jasbir Jassi,Shakti Kapoor,
23160,23160,Smothered Voices,-1977,,Drama,,,Homi Hormasji,Mohan Agashe,Gerson Da Cunha,Kulbhushan Kharbanda,
23161,23161,Smuggler,-1996,,"Action, Crime",4.3,19,Ajay Kashyap,Dharmendra,Ayub Khan,Eva Grover,
23162,23162,Smuggler,-1966,,"Action, Crime",6.7,6,Aspi Irani,Sheikh Mukhtar,Kumkum,Sanjeev Kumar,
23163,23163,Smuggler,-1959,,Action,,,,,,,
23164,23164,Snatch & Grab,-2009,89 min,Thriller,,,Errol Peter Marks,Aditya Sawant,Yogesh Bhalekar,Wynrica Gonsalves,
23165,23165,Snegithiye,-2000,154 min,"Drama, Musical, Mystery",6.5,276,Priyadarshan,Jyotika,Sharbani Mukherji,Tabu,
23166,23166,Sneh Bandhan,-1940,,,,,Jagatrai Pesumal Advani,Eddie Billimoria,,,
23167,23167,Sneham Kosam,-1999,169 min,"Action, Drama",6.5,270,K.S. Ravikumar,Chiranjeevi,Meena,Vijayakumar,
23168,23168,Snehlata,-1936,,,,,Balwant Bhatt,Jayant,,,
23169,23169,Sniffer,-2013,137 min,"Adventure, Comedy, Drama",5.9,680,Buddhadev Dasgupta,Nawazuddin Siddiqui,Pankaj Tripathi,Ananya Chatterjee,
23170,23170,Snip!,-2000,,"Comedy, Thriller",4.7,124,Sunhil Sippy,Sohrab Ardeshir,Nikhil Chinappa,Makrand Deshpande,
23171,23171,Soch,-2002,145 min,"Drama, Mystery, Thriller",4.3,86,Sushen Bhatnagar,Sanjay Kapoor,Raveena Tandon,Aditi Govitrikar,
23172,23172,Soch Lo,-2010,,"Action, Crime, Drama",6.5,86,Sartaj Singh Pannu,Barkha Madan,Iris Maity,Nishan Nanaiah,
23173,23173,Socha Na Tha,-2005,137 min,"Comedy, Drama, Romance",7.4,"7,475",Imtiaz Ali,Abhay Deol,Ayesha Takia,Ayesha Jhulka,
23174,23174,Socha Na Tha,-1989,,Romance,,,Hussain Sharif,Rakesh Bedi,Ike Choudhri,Anita Guha,
23175,23175,Sochna,-2001,,Drama,,,,,,,
23176,23176,Society,-1955,,,,,Shaheed Latif,Iftekhar,Vikram Kapoor,Nasir Khan,
23177,23177,Society,-1942,,,,,Nazir,Sitara Devi,Nazir,Majeed,
23178,23178,Society,-1987,,Thriller,,,,,,,
23179,23179,Society Kaam Se Gayi,-2011,,Drama,5.6,12,Rahul Dholakia,Seema Biswas,Sonia Gill,Javed Jaffrey,
23180,23180,Sohag,-1940,,,,,Balwant Bhatt,Kumar,Bibbo,Mazhar Khan,
23181,23181,Sohag Raat,-1948,143 min,"Drama, Romance",7.2,6,Kidar Nath Sharma,Begum Para,Bharat Bhushan,Geeta Bali,
23182,23182,Sohni Mahiwal,-1985,142 min,"Action, Drama, Romance",6.1,263,Kanwal Biala,Latif Faiziyev,Umesh Mehra,Sunny Deol,
23183,23183,Sohni Mahiwal,-1946,,,,,Ishwarlal,Ravindra Jaykar,Begum Para,,
23184,23184,Sohni Mahiwal,-1933,,,,,Harshadrai Sakerlal Mehta,Bhim,Gohar,,
23185,23185,Sohni Mahiwal,-1958,104 min,"Musical, Romance",5.9,9,Raja Nawathe,Bharat Bhushan,Nimmi,Om Prakash,
23186,23186,Solah Satra,-1990,,Romance,,,Munna Rizvi,Kiran Vohra,Jagdeep,Jahangir Jahangiri,
23187,23187,Solah Shukrawar,-1977,,"Drama, Family, Fantasy",,,Ashish Kumar,Rajni Bala,Indira Bansal,Abhi Bhattacharya,
23188,23188,Solah Somwar,-2000,,Drama,,,Anjana Trivedi,Upendra Trivedi,,,
23189,23189,Sold,-2014,94 min,Drama,6.9,"1,589",Jeffrey D. Brown,Gillian Anderson,David Arquette,Priyanka Bose,
23190,23190,Sold: Fighting the New Global Slave Trade,-2010,52 min,"Documentary, News",,,Jody Hassett Sanchez,Mira Nair,,,
23191,23191,Soldier,-1998,156 min,"Action, Drama, Musical",6.2,"2,757",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Preity Zinta,
23192,23192,Soldier as Thakur Daler Singh,-1969,,Action,6,5,Pachhi,Ajit Singh Deol,Deepa,Dharmendra,
23193,23193,Solid Patels,,,Comedy,,,Saurabh Varma,Shiv Panditt,Shazahn Padamsee,Kettan Singh,
23194,23194,Solva Saal,-1958,135 min,"Comedy, Romance, Thriller",7,140,Raj Khosla,Dev Anand,Waheeda Rehman,Jagdev,
23195,23195,Solva Sawan,-1979,140 min,Drama,6,22,Bharathiraja,Adil Amaan,Kulbhushan Kharbanda,Madhukar,
23196,23196,Som Mangal Shani,-1988,,Action,,,S.R. Pratap,Hemant Birje,Shehzad Khan,Sood Upendra,
23197,23197,Some Where in Delhi,-1956,128 min,"Comedy, Drama, Romance",5.1,9,M. Sadiq,Harbans Darshan M. Arora,Ram Avtar,S.N. Banerjee,
23198,23198,Someone,-2021,160 min,"Drama, Romance",,,Sid Bhagvathula,Vibhu Kaushik,Vindhyanshu Dubey,Shreya Ranjan,
23199,23199,Something Wrong,-2021,110 min,Horror,,,Azhar Hussain,Rahul Jain,Priti Singh,Asad Khan,
23200,23200,Son of Ali Baba,-1955,,Fantasy,,,Majnu,Mahipal,Chitra,Chandrashekhar,
23201,23201,Son of Dracula,-2009,94 min,"Fantasy, Horror",5.5,8,Salim Suma,Joginder Shelly,Raza Murad,Alaudeen,
23202,23202,Son of Flower,-2012,,Drama,,,Raja Bundela,Jamie Alter,Tom Alter,J. Brandon Hill,
23203,23203,Son of Hercules,-1964,80 min,Action,2.8,28,Sultan,Bipin Gupta,Kamran,Leela Kumari,
23204,23204,Son of India,-1962,,Drama,5.8,50,Mehboob Khan,Sajid Khan,Kamaljit Singh,Kumkum,
23205,23205,Son of Sardaar,-2012,141 min,"Action, Comedy",4,"9,060",Ashwani Dhir,Anil Devgan,Ajay Devgn,Sanjay Dutt,
23206,23206,Son of Sinbad,-1958,,Adventure,2.3,24,Nanabhai Bhatt,Master Bhagwan,Kuldip Kaur,Prem Nath,
23207,23207,Son Rise,-2019,49 min,Documentary,8.2,213,Vibha Bakshi,,,,
23208,23208,Sona Chandi,-1946,,,,,Kamlabai Gokhale,Mehmood,,,
23209,23209,Sona Spa,-2013,102 min,"Drama, Mystery, Thriller",3.5,189,Makrand Deshpande,Akkash Basnet,Nivedita Bhattacharya,Devyani,
23210,23210,Sonal,-1973,,Drama,,,Prabhat Mukherjee,Mallika Sarabhai,Jatin Khanna,Sulochana Latkar,
23211,23211,Sonali Cable,-2014,127 min,"Comedy, Drama",5.3,980,Charudutt Acharya,Rhea Chakraborty,Ali Fazal,Raghav Juyal,
23212,23212,Sonam Gupta Bewafa Hai,-2021,,Comedy,,,Ssaurabh Tyagi,Surbhi Jyoti,Atul Srivastava,Jassie Gill,
23213,23213,Sonchand,-2018,,Drama,,,Ranjith Oraon,Sachin Kumar Meena,,,
23214,23214,Sonchidi,-2011,55 min,"Drama, Mystery, Sci-Fi",6.3,82,Amit Dutta,Nitin Goel,Gagan Singh Sethi,,
23215,23215,Sonchiriya,-2019,143 min,"Action, Crime, Drama",8.1,"9,572",Abhishek Chaubey,Sushant Singh Rajput,Bhumi Pednekar,Ashutosh Rana,
23216,23216,Sone Ka Dil Lohe Ke Haath,-1978,,Action,6.5,8,Naresh Kumar,Sudha Chopra,Rajan Haksar,Nasir Hussain,
23217,23217,Sone Ka Shohar,-1935,,,,,Anand Prasad Kapoor,Baburao Pendharkar,,,
23218,23218,Sone Ke Chidiya,-1948,,Drama,,,Ajit,Leela Kumari,Harishchandra Rao,Vasantrao,
