,Unnamed: 0,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worldwide_gross_income,metascore,reviews_from_users,reviews_from_critics,Director,Actor,genres,movie_title,Actor_name,comb
4545,73024.0,tt3886444,Khamoshiyan,Khamoshiyan,2015.0,2015-01-30,"Drama, Horror, Romance",122.0,India,Hindi,Karan Darra,Vikram Bhatt,Vishesh Films,"Gurmeet Choudhary, Ali Fazal, Sapna Pabbi, Debina Choudhary, Vikram Bhatt, Debina Bonnerjee, Vinod Rawat","An erotic love triangle revolving around a writer adrift in the icy slopes of Kashmir where he discovers a woman with a strange, silent past.",3.9,1146.0,,,,,15.0,9.0,,,,,,
4546,73065.0,tt3895152,Vikramadithyan,Vikramadithyan,2014.0,2014-07-25,Drama,143.0,India,Malayalam,Lal Jose,Ikbal Kuttipuram,,"Dulquer Salmaan, Unni Mukundan, Namitha Pramod, Sana Altaf, Charmila, Jiyad Irani, Santhosh Keezhattoor, Cherthala Lalitha, Lena, Joy Mathew, Anoop Menon, Suja Menon, Liimal Padath, Nivin Pauly, Gautam Pisharody","Adithyan, the son of a dishonored thief who committed suicide, must fight all the odds and compete with Vikraman for the post of a police officer.",6.8,2143.0,,,34767.0,,5.0,1.0,,,,,,
4547,73067.0,tt3895804,Yamaleela 2,Yamaleela 2,2014.0,2014-11-28,"Drama, Family",144.0,India,None,S.V. Krishna Reddy,S.V. Krishna Reddy,Krishvi Films,"K.V. Satish, Diah Nicolas, Mohan Babu, Brahmanandam, Harshita Ojha",story of a young man who finds a book belonging to Lord Yama. What ensues when the duo come down to earth to take back the book forms the crux of the story.,6.5,243.0,300000000.0,,,,2.0,2.0,,,,,,
4548,73090.0,tt3901826,Sotto il burqa,The Breadwinner,2017.0,2018-06-01,"Animation, Drama, Family",94.0,"Ireland, Canada, Luxembourg, USA, UK, Philippines, India",English,Nora Twomey,"Anita Doron, Deborah Ellis",Aircraft Pictures,"Saara Chaudry, Soma Chhaya, Noorin Gulamgaus, Laara Sadiq, Ali Badshah, Shaista Latif, Kanza Feris, Kawa Ada, Kane Mahon, Ali Kazmi, Mran Volkhard, Reza Sholeh, Lily Erlinghauser, Wamiq Furoghudin, Millad Hamidkohzad","In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.",7.7,18853.0,,313215.0,2790214.0,78.0,86.0,111.0,,,,,,
4549,73145.0,tt3916700,Run Raja Run,Run Raja Run,2014.0,2014-08-01,"Comedy, Drama",137.0,India,Telugu,Sujeeth,"Ashwin Kumar Madasu, Sujeeth",UV Creations,"Sharwanand, Sampath Raj, Seerat Kapoor, V. Jayaprakash, Adivi Sesh, Vidyullekha Raman, Srinivasa Rao Kota, Ali, Vennela Kishore, Sudharshan","A cheated police officer who has been involved in a scam by his co-officer, goes to jail. His son seeks revenge with an extremely thrilling plan along with his friend.",7.4,1154.0,,,,,3.0,2.0,,,,,,
4550,73146.0,tt3916746,Geethanjali,Geethanjali,2014.0,2014-08-08,"Comedy, Horror",135.0,India,Telugu,Raaja Kiran,"Raaja Kiran, Kona Venkat",MVV Cinema,"Anjali, Brahmanandam, Madhunandan, Satyam Rajesh, Rao Ramesh, Harshvardhan Rane, Srinivasa Reddy, Shankar",Filmmakers are haunted by a woman who committed suicide.,6.3,260.0,,,,,2.0,3.0,,,,,,
4551,73147.0,tt3916754,Janda Pai Kapiraju,Janda Pai Kapiraju,2015.0,2015-03-21,"Action, Thriller",129.0,India,Telugu,Samuthirakani,,Vasan Visual Ventures,"Baby Angela, Siva Balaji, Tanikella Bharani, Chandramohan, Ragini Dwivedi, Vennela Kishore, Sarath Kumar, Chitra Lakshmanan, Anil Murali, Parvati Nair, Gauri Nanda, Nani, Namo Narayana, Nassar, Subbu Panchu","Arvind Nani who came to the city from a rural area, is a naive employee in a company. He cannot tolerate corruption, bribery, breaking rules, lavishness and the urban culture of youth in ...",6.3,173.0,,,,,1.0,1.0,,,,,,
4552,73148.0,tt3916762,Rabhasa,Rabhasa,2014.0,2014-08-29,"Action, Comedy",153.0,India,Telugu,Santosh Srinivas,"Varma Praveen, Santosh Srinivas",Sri Lakshmi Narasimha Productions,"N.T. Rama Rao Jr., Samantha Ruth Prabhu, Pranitha, Ajay, Ali, Raghu Babu, Tanikella Bharani, Yamini Bhaskar, Brahmaji, Brahmanandam, Hema, Jayasudha, Madhunandan, Nagineedu, Nassar","Karthik's mother wants him to marry Indu, the daughter of her brother, Dhananjay. However, when his father goes to Dhananjay's house, he is insulted. Agitated, Karthik decides to seek revenge.",4.9,1587.0,,,277500000.0,,9.0,4.0,,,,,,
4553,73149.0,tt3916772,Avatharam,Avatharam,2014.0,2014-08-01,"Action, Crime, Drama",141.0,India,Malayalam,Joshiy,,Four B Productions,"Dileep, Lakshmi Menon, Anju Aravind, Baby Drishya, Shivaji Guruvayoor, Janardanan, Ganesh Kumar, Joy Mathew, Anil Murali, Babu Namboothiri, Chali Pala, Nandu Poduval, Kaviyoor Ponnamma, Prem Prakash, Mithun Ramesh",When a mechanical enginear tries to take revenge for his brothers death he seems that members are of karim bhai a notorious gang leader of the city,4.1,199.0,,,,,1.0,,,,,,,
4554,73159.0,tt3918600,Manglish,Manglish,2014.0,2014-07-27,Comedy,143.0,India,Malayalam,Salam Bappu,,Red Rose Creations,"Mammootty, Caroline Bech, Tini Tom, Srinda Ashab, P. Balachandran, Joju George, Vinay Forrt, Alexx O'Nell, Sheelu Abraham, Favour Francis, Kalabhavan Haneef, Sasi Kalinga, Suresh Krishna, Aneesh Menon, Mukundan",A fish auctioner's life changes after meeting a mysterious Jewish girl and his struggle to communicate with her in English.,4.3,455.0,,,,,1.0,,,,,,,
4555,73162.0,tt3918808,Deya Neya,Deya Neya,1963.0,1963,Drama,107.0,India,Bengali,Sunil Bannerjee,Bidhayak Bhattacharya,Angel Digital Private Limited,"Uttam Kumar, Tanuja, Ratan Banerjee, Sudhir Basu, Bidhayak Bhattacharya, Anil Bhowmik, Premangshu Bose, Sushil Chakraborty, Lily Chakravarty, Chunilal Chatterjee, Nripati Chatterjee, Mukunda Chattopadhyay, Chhayadevi, Rabi Roy Chowdhury, Sushil Das",The son of a wealthy industrialist aspires to be a singer against the wishes of his father.,7.9,258.0,,,,,,,,,,,,
4556,73169.0,tt3920648,Megha,Megha,2014.0,2014-08-29,"Romance, Thriller",157.0,India,Tamil,Karthick Rishi,Karthick Rishi,GB Studio,"Ashwin Kakumanu, Srushti Dange, Angana Roy, V. Jayaprakash, Vijayakumar, Y.G. Mahendran, Aadukalam Naren, Ravi Prakash, Meera Krishna, Nithya, Munishkanth",Forensic officer Mugilan falls in love with Megha. But she disappears around the same time as when Mugilan discovers incriminating evidence against a corrupt police officer who is up for a promotion.,5.5,102.0,,,,,,5.0,,,,,,
4557,73202.0,tt3947356,89,89,2015.0,2015-04-24,"Crime, Mystery, Thriller",109.0,India,Bengali,Manoj Michigan,"Samik Roy Choudhury, Manoj Michigan",Magic Motionz Moviez,"Saswata Chatterjee, Raima Sen, Shataf Figar, Adam Jeffers, Barun Chanda, Biplab Dasgupta, Koushik Ghosh, Koushik Mukherjee, Samik Roy Choudhury, Malay Ghosh","89 is a gripping crime thriller that journeys through trauma, psychological warfare, murders and finally retribution.",6.5,240.0,500000.0,,,,3.0,,,,,,,
4558,73203.0,tt3948208,Double DI Trouble,Double DI Trouble,2014.0,2014-08-29,Comedy,108.0,India,Punjabi,Smeep Kang,"Smeep Kang, Naresh Kathuria",Mudra Arts,"Dharmendra, Gippy Grewal, Poonam Dhillon, Kulraj Randhawa, Minissha Lamba, Gurpreet Ghuggi, Avtar Gill, Rana Jung Bahadur, Karamjit Anmol, B.N. Sharma, Gurbachan Singh, Davinder Daman, Jaswant Daman, Ranjit Sharma, Kuldeep Sharma","Double Di Trouble is a Punjabi movie directed by Smeep Kang and is based on Comedy of Errors, Shakespeare's well-known play, takes a Desi avatar when father-son pair discover their mirror ...",6.2,261.0,,,225110.0,,4.0,,,,,,,
4559,73204.0,tt3948240,Second Hand Husband,Second Hand Husband,2015.0,2015-07-03,"Comedy, Romance",105.0,India,Hindi,"Smeep Kang, Smeep Kang","Smeep Kang, Smeep Kang",Gakhal Bros. Entertainment,"Dharmendra, Vijay Raaz, Sanjay Mishra, Gippy Grewal, Ravi Kishan, Geeta Basra, Deepshikha Nagpal, Supriya Karnik, Tina Ahuja, Alok Nath, Mukesh Tiwari, Rati Agnihotri, Gurpreet Ghuggi, Karamjit Anmol, Rubina","Gurpreet and Rajbir are in love and want to marry each other. The only thing stopping them is the alimony that Rajbir has to pay every month to his ex-wife, Neha. Gurpreet, being a lawyer, ...",3.8,151.0,,,,,3.0,3.0,,,,,,
4560,73210.0,tt3949626,Sigaram Thodu,Sigaram Thodu,2014.0,2014-09-12,"Action, Thriller",147.0,India,Tamil,Gaurav Narayanan,Gaurav Narayanan,UTV Motion Pictures,"Vikram Prabhu, Sathyaraj, Monal Gajjar, Gaurav Narayanan, Sathish, Erode Mahesh, Saran Deep, Vijay Raj, Kovai Sarala, Pandu, Singampuli, Kalyanamalai Mohan, Balakrishnan, Nishanth, Swaminathan",Chellapa wants his son Murali to become a police officer like him but Murali's dream is a 'safe' bank job. However a series of events changes the course of Murali's life.,6.2,401.0,,,,,2.0,,,,,,,
4561,73211.0,tt3949630,Anukshanam,Anukshanam,2014.0,2014-09-13,"Crime, Thriller",82.0,India,Telugu,Ram Gopal Varma,,24 Frames Factory,"Vishnu Manchu, Madhu Shalini, Revathi, Surya Rao, Navdeep, Brahmanandam, Srinivasa Rao Kota, Tejaswi Madivada","Based on real-life events, this crime thriller traces the terrible trail left by a serial rapist and killer, highlighting the ensuing media coverage, public panic and one police officer's personal crusade to capture the psychopath.",6.4,1191.0,10000000.0,,,,18.0,3.0,,,,,,
4562,73212.0,tt3949638,Power,Power,2014.0,2014-09-12,Action,147.0,India,Telugu,K.S. Ravindra,"K.S. Ravindra, Kona Venkat",Rockline Entertainment,"Ajay, Brahmaji, Brahmanandam, Regina Cassandra, Viva Harsha, Jeeva, Srinivasa Rao Kota, Adithya Menon, Hansika Motwani, Jogi Naidu, Krishna Murali Posani, Prabhakar, Pragathi, Vinaya Prakash, Prudhviraj",Ravi Teja plays a young man desperate to become a police officer. He winds up getting embroiled in a plot to pose as his lookalike in order to re-capture an infamous criminal from rogue cops.,5.8,738.0,250000000.0,,,,3.0,4.0,,,,,,
4563,73225.0,tt3951566,Apothecary,Apothecary,2014.0,2014-08-07,"Drama, Thriller",138.0,India,Malayalam,Madhav Ramadasan,"Hemanth Kumar, Madhav Ramadasan",Arambankudiyil Cinemas,"Suresh Gopi, Jayasurya, Abhirami, Asif Ali, Raghavan, Arun, Jayan Cherthala, Indrans, Jeena, Lishoy, Neeraj Madhav, Kavitha Nair, Seema G. Nair, Meera Nandan, Antony Thekkek","A doctor is haunted by his conscience, when puppeteer-ed by his superiors.",7.2,477.0,,,,,3.0,1.0,,,,,,
4564,73252.0,tt3956366,Rathaavara,Rathaavara,2015.0,2015-12-04,"Crime, Drama, Thriller",131.0,India,Kannada,Chandrashekar Bandiyappa,,Dharmasree Enterprises,"Sri Murali, Rachita Ram, Charan Raj, P. Ravi Shankar, Sadhu Kokila, Chikkanna, Bhajarangi Loki",Rathaavara means the King's General who is also the best warrior.,6.6,256.0,,,,,3.0,,,,,,,
4565,73261.0,tt3958596,Borbaad,Borbaad,2014.0,2014-08-15,"Action, Drama, Romance",140.0,India,Bengali,Raj Chakraborty,"Abhimanyu Mukherjee, Abhimanyu Mukherjee",SVF Entertainment,"Mainak Banerjee, Rittika Sen, Bonny Sengupta","A motorbike-obsessed son dupes his father into paying for his chopper in order to impress his lady-love. But the young fellow has lessons to learn, and miles to go.",5.4,181.0,20000000.0,,,,1.0,,,,,,,
4566,73276.0,tt3962184,Hebbuli,Hebbuli,2017.0,2017-02-23,"Action, Drama, Thriller",141.0,India,"Kannada, Tamil","S Krishna, Rudresh M. Gowda","S Krishna, S Krishna",S.R.V. Productions,"V. Ravichandran, Sudeep, Amala Paul, Ravi Kishan, P. Ravi Shankar, Kabir Duhan Singh, Kaveri, Chikkanna, Avinash, Anil, Ravi Kale, Ashwin, Vihaan Rajeev, Akash, Danny Kuttappa",A fearless commando arrives home at the news of his brother's suicide until he starts to deeply investigate the reason behind his mysterious demise.,7.0,2090.0,300000000.0,,38052.0,,10.0,23.0,,,,,,
4567,73279.0,tt3962984,The Black Prince,The Black Prince,2017.0,2017-07-21,"Drama, History",118.0,"UK, India, USA","English, Punjabi",Kavi Raz,Kavi Raz,Brillstein Entertainment Partners,"Jason Flemyng, Amanda Root, Shabana Azmi, Joe Egan, Ameet Chana, David Essex, Danny Midwinter, Madhurima Tuli, Keith Duffy, Robert Deaton, Kavi Raz, James Weber Brown, Raji James, Adam Woodward, Sophie Stevens","'The Black Prince' is a story of Queen Victoria and the Last King of Punjab, Maharajah Duleep Singh. His character as it evolves, torn between two cultures and facing constant dilemmas as a result. His relationship with Queen Victoria will be the most impactful relationship in the film, the Queen representing the English culture he was drawn into. The Black Prince begins a lifelong struggle to ...",6.6,878.0,,,632823.0,26.0,18.0,4.0,,,,,,
4568,73303.0,tt3971944,Goreyan Nu Daffa Karo,Goreyan Nu Daffa Karo,2014.0,2014-09-12,Comedy,134.0,India,Punjabi,Pankaj Batra,Amberdeep Singh,Speed Records,"Amrinder Gill, Binnu Dhillon, Yograj Singh, Rana Ranbir, Karamjit Anmol, Sardar Sohi, Amrit Maghera, Aman Khatkar, Terence H. Winkless, Azam Alyaa, Ikbal Meet, Maritama Carlson, Dimple Bagroy, Frank M. Ahearn, Erica Jane Beckstead",A romance develops between two people from different cultures and two different countries.,7.4,754.0,5000000.0,,51047.0,,6.0,2.0,,,,,,
4569,73306.0,tt3973410,Kaakkaa Muttai,Kaakkaa Muttai,2014.0,2015-06-05,"Comedy, Drama",91.0,India,Tamil,M. Manikandan,"Anand Annamalai, M. Manikandan",Fox STAR Studios,"Ramesh, J. Vignesh, Aishwarya Rajesh, Ramesh Thilak, Joe Malloori, Babu Antony, Yogi Babu, Krishnamoorthy, T.R. Silambarasan, Nivas Adithan, Vishwa Kumar",Two slum kids want nothing more than a slice of pizza.,8.4,5225.0,,,246551.0,,26.0,16.0,,,,,,
4570,73333.0,tt3980868,Poshter Boyz,Poshter Boyz,2014.0,2014-08-01,Comedy,135.0,India,Marathi,Sameer Patil,"Charudatta Bhagwat, Sameer Patil",Affluence Movies,"Madhav Abhyankar, Charudatta Bhagwat, Rajesh Bhosle, Jayant Gadekar, Bharat Ganeshpure, Hrishikesh Joshi, Neha Joshi, Ashwini Kalsekar, Farah Khan, Sameer Khandekar, Dilip Prabhavalkar, Uday Sabnis, Milind Safai, Uma Sardeshmukh, Pooja Sawant",The life of three men when their photos appear on an advertisement for sterilization.,7.2,228.0,,,,,,1.0,,,,,,
4571,73336.0,tt3982422,Aadama Jaichomada,Aadama Jaichomada,2014.0,2014-09-19,Comedy,116.0,India,Tamil,Badri,Shiva,B & C Films,"Karunakaran, Vijayalakshmi Agathiyan, Bobby Simha, Balaji, K.S. Ravikumar, Radha Ravi, Aadukalam Naren, Chetan, Sai Priyanka Ruth",A taxi driver is lured into the immoral world of match fixing.,5.5,126.0,,,,,1.0,1.0,,,,,,
4572,73337.0,tt3982436,Loukyam,Loukyam,2014.0,2014-09-26,"Action, Comedy",150.0,India,Telugu,Sriwass,"Sreedhar Seepana, Sreedhar Seepana",Bhavya Creations,"Tottempudi Gopichand, Rakul Preet Singh, Santosh Kumar Yadav, Raghu Babu, Banerjee, Krishna Bhagavan, Brahmanandam, Chandramohan, Rahul Dev, Vajja Venkata Giridhar, Raghu Kumar Karumanchi, Subbarao Mukkapati, Hamsa Nandini, Krishna Murali Posani, Prabhakar",Venky tries to right his wrongs by involving his family and also convince the girls side without getting messed up in between.,6.4,683.0,,,,,2.0,4.0,,,,,,
4573,73338.0,tt3982448,Naaigal Jaakirathai,Naaigal Jaakirathai,2014.0,2014-11-21,"Action, Comedy, Thriller",126.0,India,Tamil,Shakti Soundar Rajan,Shakti Soundar Rajan,Nathambal Film Factory,"Idoh, Sibiraj, Arundhathi, Balaji, Prinz Nithik, Manobala, Mayilsamy, Soundar, Venkat Sundar, Raghav Umasrinivasan, Varsha, Arul Jyothi, Jenish, Arunachalam, K.S. Manikutty",A cop who is affected by post-traumatic stress tries to find his kidnapped wife with the help of a military trained dog.,6.2,421.0,,,100000000.0,,2.0,3.0,,,,,,
4574,73339.0,tt3982462,Rajadhi Raja,Rajadhi Raja,2014.0,2014-09-05,"Action, Comedy",145.0,India,Malayalam,Ajai Vasudev,,,"Joy Badlani, Rahul Dev, Assim Jamal, Jaise Jose, Mukesh Khanna, Raai Laxmi, Mammootty, Tania Stanly, V.A. Thajudeen","Shekaran,a humble and pretty man has a dark past in Bombay.His dark underworld side slowly resurfaces when his enimies from past attacks his family",4.6,686.0,,,,,3.0,,,,,,,
4575,73340.0,tt3982468,Sapthamashree Thaskaraha,Sapthamashree Thaskaraha,2014.0,2014-09-06,"Comedy, Thriller",148.0,India,Malayalam,Anil Radhakrishnan Menon,Anil Radhakrishnan Menon,August Cinema,"Prithviraj Sukumaran, Asif Ali, Chemban Vinod Jose, Nedumudi Venu, Sanusha, Neeraj Madhav, Reenu Mathews, Flower Battsetseg, Salam Bukhari, Amith Chakalakkal, Gokulan, Shivaji Guruvayoor, Irshad, Anu Joseph, Hareesh Kanaran","A group of seven people, including both con men and common men, plan a small heist with a big reward.",6.8,1306.0,,,,,4.0,3.0,,,,,,
4576,73341.0,tt3982482,Tamiluku En Ondrai Aluthavum,Tamiluku En Ondrai Aluthavum,2015.0,2015-02-20,"Comedy, Sci-Fi, Thriller",141.0,India,Tamil,Ramprakash Rayappa,Ramprakash Rayappa,VLS Rock Cinema,"Nakhul, Dinesh, Bindhu Madhavi, Aishwarya Dutta, Urvashi, Sathish, Manobala, Shalu Shammu, Roshini Sridharan, MD Asif, Pradeep K Vijayan","When mobile networks stop functioning due to a solar flare, Vasanth, a geek, tries to restore them. But a deadly bomb will be activated if the connection is resumed.",7.0,858.0,,,,,3.0,1.0,,,,,,
4577,73376.0,tt3995348,100 Days of Love,100 Days of Love,2015.0,2015-03-20,"Comedy, Romance",153.0,India,Malayalam,Jenuse Mohammed,Jenuse Mohammed,,"Dulquer Salmaan, Nithya Menen, Sekhar Menon, Aju Varghese, Vineeth, Praveena, Rahul Madhav, V.K. Prakash, Abhiram Suresh, Jacob Gregory, Nebish Benson, Abhirami Suresh, M.R. Vibin","A man, who just got dumped, falls in love with another girl who he bullied in his childhood.",6.6,1805.0,40000000.0,,,,13.0,3.0,,,,,,
4578,73381.0,tt3996396,Yatra,Yatra,2018.0,2019-02-08,"Biography, Drama, Romance",127.0,India,Telugu,Mahi v Raghav,"John Edathattil, Mahi v Raghav",70 MM Entertainments,"Mammootty, Nassar, Jagapathi Babu, Sachin Khedekar, Suhasini, Anasuya Bharadwaj, Ashrita Vemuganti, Prudhviraj, Joy Badlani, Sanjay Swaroop, Rao Ramesh, Sri Sudha, Mahesh Achanta, Krishna Murali Posani, Pammi Sai",An Indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. Yatra is an emotional tribute to the former Chief Minister of Andhra Pradesh Y. S. Rajasekhara Reddy.,8.2,3222.0,,,38558.0,,73.0,3.0,,,,,,
4579,73407.0,tt4007558,Shaandaar,Shaandaar,2015.0,2015-10-22,"Comedy, Drama, Romance",144.0,India,Hindi,Vikas Bahl,"Vikas Bahl, Chaitally Parmar",Dharma Productions,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor, Sushma Seth, Niki Walia, Sanah Kapoor, Vikas Verma, Vikas Verman, Karan Johar, Kumud Pant, Atul Sharma, Manoj Anand, Angela, Luis Mi Arranz","In the backdrop of a destination wedding in London, two families try to save their respective empires, unbeknownst to each other.",3.5,4880.0,,521794.0,14120808.0,,52.0,26.0,,,,,,
4580,73415.0,tt4010302,Aranmanai,Aranmanai,2014.0,2014-09-19,"Comedy, Horror",160.0,India,Tamil,Sundar C.,"Sundar C., Udhayan",Vision i Medias,"Sundar C., Vinay Rai, Santhanam, Hansika Motwani, Andrea Jeremiah, Raai Laxmi, Srinivasa Rao Kota, Manobala, Kovai Sarala, Saravanan, Nitin Sathya, Santhana Bharathi, Chitra Lakshmanan, Chitti Babu, Gautham",A large family returns to an ancestral property (palace) to sell it off. Meanwhile they discover some supernatural elements in the palace.,5.2,747.0,,,220000000.0,,8.0,3.0,,,,,,
4581,73416.0,tt4010306,Jigariyaa,Jigariyaa,2014.0,2014-10-10,Drama,142.0,India,Hindi,Raj Purohit,"Vinod Bachchan, Apratim Khare",Wave Cinemas,"Harshvardhan Deo, Cherry Mardia, Deepak Chadha, Sorabh Chauhan, Sneha Deori, Shailendra Kumar, Vineeta Malik, Navni Parihar, K.K. Raina, Natasha Rastogi, Devavrata Ronsa, Virendra Saxena, Gaurav Sharma","Shaamu falls in love with Raadha at first sight. As they grow close to each other, destiny takes another turn.",4.9,296.0,,,,,4.0,5.0,,,,,,
4582,73440.0,tt4019578,Rege,Rege,2014.0,2014-08-15,"Crime, Drama, Thriller",111.0,India,Marathi,Abhijit Panse,"Abhijit Panse, Parvin Tarde",Ravi Jadhav Films,"Neha Bam, Devendra Gaikwad, Avadhoot Gupte, Anant Jog, Vidyadhar Joshi, Santosh Juvekar, Prasad Kamat, Vijay Mane, Mahesh Manjrekar, Uday Sabnis, Pushkar Shrotri, Pravin Tarde, Aroh Velankar","A college teen named Rege slowly becomes engulfed in the criminal underworld when he crosses the path of a mysterious small-time gangster named ""M Bhai"".",7.4,434.0,30000000.0,,,,4.0,8.0,,,,,,
4583,73445.0,tt4020624,Lingaa,Lingaa,2014.0,2014-12-12,"Action, Comedy, Drama",174.0,India,Tamil,K.S. Ravikumar,"Swanand Kirkire, Pon Kumaran",Rockline Entertainment,"Rajinikanth, Anushka Shetty, Sonakshi Sinha, Jagapathi Babu, Dev Gill, Santhanam, Karunakaran, Brahmanandam, Radha Ravi, Vijayakumar, K. Viswanath, Nizhalgal Ravi, R. Sundarajan, Manobala, Balaji",A small-time thief reforms after learning about the role played by his grandfather in building a dam.,5.6,4854.0,,,1046138.0,,41.0,15.0,,,,,,
4584,73447.0,tt4022278,Fever,Fever,2016.0,2016-08-05,"Crime, Mystery",123.0,"India, Switzerland",Hindi,Rajeev Jhaveri,Rajeev Jhaveri,AM Films,"Rajeev Khandelwal, Gauhar Khan, Gemma Atkinson, Ankita Makwana, Caterina Murino, Victor Banerjee, Andres Jud, Joseph Paul, Lara Wolf","An assassin loses his memory in an accident. He wakes up knowing only his name, and a subconscious memory of a crime he has committed.",4.8,613.0,70000000.0,,,,8.0,4.0,,,,,,
4585,73451.0,tt4023852,Welcome to Karachi,Welcome to Karachi,2015.0,2015-05-28,"Action, Comedy, War",131.0,India,"Urdu, Hindi, English",Ashish R. Mohan,"Kushal Ved Bakshi, Vrajesh Hirjee",Puja Entertainment (India),"Arshad Warsi, Jackky Bhagnani, Lauren Gottlieb, Kumud Pant, Ayub Khoso, Adnan Shah, Kubra Khan, Dalip Tahil, Pavan Malhotra, Fozia Ahmed, Nausheen Ahmed, Hayley-Marie Axe, Nigel Barber, Kamal Bharati, Tom Cheshire","Two men from India land in Karachi, Pakistan, without their passports. They get trapped by the Taliban and desperately try to find a way to get back to India.",4.3,1074.0,,,,,23.0,12.0,,,,,,
4586,73459.0,tt4024944,Main Aur Charles,Main Aur Charles,2015.0,2015-10-30,"Action, Biography, Crime",119.0,India,Hindi,Prawaal Raman,Prawaal Raman,Cynozure Networkz,"Adil Hussain, Alexx O'Nell, Anastasia Fullfina, Dijana Dejanovic, Kanika Kapoor, Lucky Morani, Mandana Karimi, Nandu Madhav, Randeep Hooda, Richa Chadha, Sandeep Pooniya, Satyakam Gupta, Saurabh Sarkar, Shaanti, Tisca Chopra","After escaping from prison, a notorious serial killer and conman becomes the target of a nationwide manhunt led by an honest police officer determined to catch him.",6.3,1536.0,100000000.0,,,,18.0,21.0,,,,,,
4587,73482.0,tt4032570,Last Bus,Last Bus,2016.0,2016-01-15,"Horror, Mystery",123.0,India,Kannada,Arvinda Sringeri,"Ravi Kumar Jv, Mahesh Sp",Goals & Dreamz,"Avinash Narsimharaju, Prakash Belawadi, Meghashree Bhagavatar, Manasa Joshi, Rajesh P.I., Deepa Gowda, Samarth Raju, Shankar Shetty","6 passengers board the last bus, anxious to reach their destination. But fate has other plans for them. Shock, anxiety, deceit, anger, frustration, fear takes over this unexpected journey that twists and turns into a nightmare.",5.8,108.0,20000000.0,,,,3.0,,,,,,,
4588,73502.0,tt4038978,Mr. & Mrs. 420,Mr. & Mrs. 420,2014.0,2014-03-14,Comedy,132.0,India,Punjabi,"Ksshitij Chaudhary, Deepak Thaper","Smeep Kang, Smeep Kang",Friday Russh Motion Pictures,"Yuvraj Hans, Jassie Gill, Babbal Rai, Binnu Dhillon, Jaswinder Bhalla, Avantika Hundal, Swati Kapoor, Shruti Sodhi, Naresh Kathuria, Parneet Kang, Hardeep Gill, Dilawar Sidhu, Vijay Tandon, Mani Boparai, Sharhaan Singh",Deputy wants to become a successful actor like Dharmendra so he can prove to his lover that he is worthy of her love.,7.2,255.0,,,,,1.0,,,,,,,
4589,73519.0,tt4045666,Mumbai Delhi Mumbai,Mumbai Delhi Mumbai,2014.0,2014-12-05,"Comedy, Romance",120.0,India,Hindi,Satish Rajwade,"Manu Rishi Chadha, Satish Rajwade",Viacom18 Motion Pictures,"Shiv Panditt, Piaa Bajpai, Naisha Arora, Manoj Bakshi, Chaitanya, Rakesh Dogra, Sunil Dutt, Mohamad Kasim, Manju Sharma, Shiva","In Delhi for the first time, a Mumbai girl loses her phone but gets a surprise chance at true love with a local boy who begrudgingly helps her.",5.8,318.0,,,,,3.0,,,,,,,
4590,73523.0,tt4047104,Enakkul Oruvan,Enakkul Oruvan,2015.0,2015-03-06,Thriller,136.0,India,Tamil,Prasad Ramar,Pawan Kumar,Thirukumaran Entertainment,"Siddharth, Deepa Sannidhi, Srushti Dange, Ajay Ratnam, John Vijay, Aadukalam Naren, Munishkanth, Yog Japee, Nalan Kumarasamy, Srinivas Kavinayam, Udhayabanu Maheshwaran, Mahadevan, Mippu, Vettri, Amit Bhargav","A man suffering from insomnia is tricked into buying a drug, Lucia, that makes his desires come true in his dreams, blurring the line between fantasy and reality.",7.8,1472.0,,,621.0,,10.0,2.0,,,,,,
4591,73524.0,tt4047112,Jeeva,Jeeva,2014.0,2014-09-26,"Drama, Sport",127.0,India,Tamil,Suseenthiran,"Santhosh, Suseenthiran",Next Big Film Productions,"Vishnu Vishal, Sri Divya, Soori, Lakshman Narayan, Sanyathara, Charlie, V. Madhusudhan Rao, Marimuthu, T. Siva, R. Ravi, Muthuraman, Udhayabanu Maheshwaran, Bava Lakshmanan, Ramnath Shetty, Nandhakumar","Right from his childhood, the motherless Jeeva grows with his focus fully on Cricket. However, it is never smooth sailing for him with disruptions coming in various forms ranging from his love life to team selection politics.",7.5,967.0,,,,,4.0,2.0,,,,,,
